,movie,year,imdb,metascore,votes
1193,I Am Number Four,2011,6.1,,215514
1194,The Artist,2011,7.9,89.0,215060
1195,Rango,2011,7.2,75.0,212441
1196,The Ides of March,2011,7.1,67.0,205955
1197,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,,205429
1198,The Adventures of Tintin,2011,7.3,68.0,200010
1199,Contagion,2011,6.6,70.0,199426
1200,The Dark Knight Rises,2012,8.4,78.0,1361582
1201,Django Unchained,2012,8.4,81.0,1184449
1202,The Avengers,2012,8.1,69.0,1149602
1203,The Hunger Games,2012,7.2,68.0,786116
1204,The Hobbit: An Unexpected Journey,2012,7.9,,712476
1205,Silver Linings Playbook,2012,7.7,81.0,613832
1206,Skyfall,2012,7.8,81.0,585725
1207,Prometheus,2012,7.0,64.0,532734
1208,Ted,2012,6.9,62.0,531643
1209,Argo,2012,7.7,86.0,527836
1210,Life of Pi,2012,7.9,79.0,525112
1211,The Amazing Spider-Man,2012,7.0,66.0,517059
1212,Looper,2012,7.4,84.0,493725
1213,21 Jump Street,2012,7.2,69.0,470883
1214,The Perks of Being a Wallflower,2012,8.0,67.0,416943
1215,Arrow,2012,7.7,,372994
1216,Wreck-It Ralph,2012,7.7,72.0,333746
1217,Brave,2012,7.1,69.0,331566
1218,Cloud Atlas,2012,7.4,,323136
1219,Men in Black 3,2012,6.8,,303926
1220,Flight,2012,7.3,76.0,299084
1221,Moonrise Kingdom,2012,7.8,84.0,287237
1222,Les Misérables,2012,7.6,63.0,282043
1223,Jack Reacher,2012,7.0,,280399
1224,The Expendables 2,2012,6.6,,274623
1225,Taken 2,2012,6.3,,269846
1226,The Bourne Legacy,2012,6.7,61.0,265306
1227,Snow White and the Huntsman,2012,6.1,,256075
1228,Pitch Perfect,2012,7.2,66.0,252198
1229,The Dictator,2012,6.4,,247085
1230,Zero Dark Thirty,2012,7.4,95.0,246991
1231,John Carter,2012,6.6,,236368
1232,Jagten,2012,8.3,77.0,235152
1233,Dredd,2012,7.1,,231902
1234,Chronicle,2012,7.1,69.0,227120
1235,Dark Shadows,2012,6.2,,226456
1236,Total Recall,2012,6.3,,225976
1237,Lincoln,2012,7.4,86.0,225938
1238,Battleship,2012,5.8,,223568
1239,The Place Beyond the Pines,2012,7.3,68.0,223386
1240,Seven Psychopaths,2012,7.2,66.0,220331
1241,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,,211917
1242,Lawless,2012,7.3,,211739
1243,End of Watch,2012,7.6,68.0,208785
1244,Hotel Transylvania,2012,7.1,,200964
1245,Sinister,2012,6.8,,194798
1246,American Reunion,2012,6.7,,189988
1247,Safe House,2012,6.8,,189707
1248,Project X,2012,6.7,,175731
1249,Lo imposible,2012,7.6,73.0,174458
1250,The Dark Knight Rises,2012,8.4,78.0,1361582
1251,Django Unchained,2012,8.4,81.0,1184449
1252,The Avengers,2012,8.1,69.0,1149602
1253,The Hunger Games,2012,7.2,68.0,786116
1254,The Hobbit: An Unexpected Journey,2012,7.9,,712476
1255,Silver Linings Playbook,2012,7.7,81.0,613832
1256,Skyfall,2012,7.8,81.0,585725
1257,Prometheus,2012,7.0,64.0,532734
1258,Ted,2012,6.9,62.0,531643
1259,Argo,2012,7.7,86.0,527836
1260,Life of Pi,2012,7.9,79.0,525112
1261,The Amazing Spider-Man,2012,7.0,66.0,517059
1262,Looper,2012,7.4,84.0,493725
1263,21 Jump Street,2012,7.2,69.0,470883
1264,The Perks of Being a Wallflower,2012,8.0,67.0,416943
1265,Arrow,2012,7.7,,372994
1266,Wreck-It Ralph,2012,7.7,72.0,333746
1267,Brave,2012,7.1,69.0,331566
1268,Cloud Atlas,2012,7.4,,323136
1269,Men in Black 3,2012,6.8,,303926
1270,Flight,2012,7.3,76.0,299084
1271,Moonrise Kingdom,2012,7.8,84.0,287237
1272,Les Misérables,2012,7.6,63.0,282043
1273,Jack Reacher,2012,7.0,,280399
1274,The Expendables 2,2012,6.6,,274623
1275,Taken 2,2012,6.3,,269846
1276,The Bourne Legacy,2012,6.7,61.0,265306
1277,Snow White and the Huntsman,2012,6.1,,256075
1278,Pitch Perfect,2012,7.2,66.0,252198
1279,The Dictator,2012,6.4,,247085
1280,Zero Dark Thirty,2012,7.4,95.0,246991
1281,John Carter,2012,6.6,,236368
1282,Jagten,2012,8.3,77.0,235152
1283,Dredd,2012,7.1,,231902
1284,Chronicle,2012,7.1,69.0,227120
1285,Dark Shadows,2012,6.2,,226456
1286,Total Recall,2012,6.3,,225976
1287,Lincoln,2012,7.4,86.0,225938
1288,Battleship,2012,5.8,,223568
1289,The Place Beyond the Pines,2012,7.3,68.0,223386
1290,Seven Psychopaths,2012,7.2,66.0,220331
1291,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,,211917
1292,Lawless,2012,7.3,,211739
1293,End of Watch,2012,7.6,68.0,208785
1294,Hotel Transylvania,2012,7.1,,200964
1295,Sinister,2012,6.8,,194798
1296,American Reunion,2012,6.7,,189988
1297,Safe House,2012,6.8,,189707
1298,Project X,2012,6.7,,175731
1299,Lo imposible,2012,7.6,73.0,174458
1300,The Wolf of Wall Street,2013,8.2,75.0,1010016
1301,Gravity,2013,7.7,96.0,696061
1302,Iron Man Three,2013,7.2,62.0,668687
1303,Man of Steel,2013,7.1,,636367
1304,The Hunger Games: Catching Fire,2013,7.5,76.0,567635
1305,12 Years a Slave,2013,8.1,96.0,565827
1306,The Hobbit: The Desolation of Smaug,2013,7.8,66.0,558271
1307,World War Z,2013,7.0,63.0,544762
1308,Now You See Me,2013,7.3,,544262
1309,Thor: The Dark World,2013,7.0,,519624
1310,Prisoners,2013,8.1,74.0,514497
1311,Frozen,2013,7.5,74.0,507325
1312,Her,2013,8.0,90.0,455554
1313,Oblivion,2013,7.0,,446764
1314,Star Trek Into Darkness,2013,7.7,72.0,441925
1315,Pacific Rim,2013,6.9,65.0,438244
1316,The Great Gatsby,2013,7.3,,425314
1317,House of Cards,2013,8.8,,422701
1318,American Hustle,2013,7.2,90.0,412847
1319,Dallas Buyers Club,2013,8.0,84.0,396291
1320,The Wolverine,2013,6.7,61.0,393240
1321,Elysium,2013,6.6,61.0,390269
1322,The Conjuring,2013,7.5,68.0,387033
1323,Rush,2013,8.1,75.0,385514
1324,Captain Phillips,2013,7.8,83.0,381462
1325,We're the Millers,2013,7.0,,366627
1326,This Is the End,2013,6.6,67.0,355770
1327,Furious 6,2013,7.1,61.0,342558
1328,Despicable Me 2,2013,7.4,62.0,338268
1329,Vikings,2013,8.6,,325207
1330,Monsters University,2013,7.3,65.0,286206
1331,The Secret Life of Walter Mitty,2013,7.3,,272149
1332,The Hangover Part III,2013,5.8,,265652
1333,About Time,2013,7.8,,254239
1334,Rick and Morty,2013,9.3,,252372
1335,Orange Is the New Black,2013,8.1,,249911
1336,Lone Survivor,2013,7.5,,243004
1337,Kick-Ass 2,2013,6.6,,234478
1338,Olympus Has Fallen,2013,6.5,,232239
1339,Snowpiercer,2013,7.1,84.0,231500
1340,The World's End,2013,7.0,81.0,228522
1341,Don Jon,2013,6.6,66.0,213885
1342,Ender's Game,2013,6.6,,209027
1343,Escape Plan,2013,6.7,,208685
1344,Warm Bodies,2013,6.9,,206619
1345,The Lone Ranger,2013,6.4,,206409
1346,Hannibal,2013,8.5,,198479
1347,Gangster Squad,2013,6.7,,193384
1348,Oz the Great and Powerful,2013,6.3,,190673
1349,White House Down,2013,6.4,,189213
1350,The Wolf of Wall Street,2013,8.2,75.0,1010016
1351,Gravity,2013,7.7,96.0,696061
1352,Iron Man Three,2013,7.2,62.0,668687
1353,Man of Steel,2013,7.1,,636367
1354,The Hunger Games: Catching Fire,2013,7.5,76.0,567635
1355,12 Years a Slave,2013,8.1,96.0,565827
1356,The Hobbit: The Desolation of Smaug,2013,7.8,66.0,558271
1357,World War Z,2013,7.0,63.0,544762
1358,Now You See Me,2013,7.3,,544262
1359,Thor: The Dark World,2013,7.0,,519624
1360,Prisoners,2013,8.1,74.0,514497
1361,Frozen,2013,7.5,74.0,507325
1362,Her,2013,8.0,90.0,455554
1363,Oblivion,2013,7.0,,446764
1364,Star Trek Into Darkness,2013,7.7,72.0,441925
1365,Pacific Rim,2013,6.9,65.0,438244
1366,The Great Gatsby,2013,7.3,,425314
1367,House of Cards,2013,8.8,,422701
1368,American Hustle,2013,7.2,90.0,412847
1369,Dallas Buyers Club,2013,8.0,84.0,396291
1370,The Wolverine,2013,6.7,61.0,393240
1371,Elysium,2013,6.6,61.0,390269
1372,The Conjuring,2013,7.5,68.0,387033
1373,Rush,2013,8.1,75.0,385514
1374,Captain Phillips,2013,7.8,83.0,381462
1375,We're the Millers,2013,7.0,,366627
1376,This Is the End,2013,6.6,67.0,355770
1377,Furious 6,2013,7.1,61.0,342558
1378,Despicable Me 2,2013,7.4,62.0,338268
1379,Vikings,2013,8.6,,325207
1380,Monsters University,2013,7.3,65.0,286206
1381,The Secret Life of Walter Mitty,2013,7.3,,272149
1382,The Hangover Part III,2013,5.8,,265652
1383,About Time,2013,7.8,,254239
1384,Rick and Morty,2013,9.3,,252372
1385,Orange Is the New Black,2013,8.1,,249911
1386,Lone Survivor,2013,7.5,,243004
1387,Kick-Ass 2,2013,6.6,,234478
1388,Olympus Has Fallen,2013,6.5,,232239
1389,Snowpiercer,2013,7.1,84.0,231500
1390,The World's End,2013,7.0,81.0,228522
1391,Don Jon,2013,6.6,66.0,213885
1392,Ender's Game,2013,6.6,,209027
1393,Escape Plan,2013,6.7,,208685
1394,Warm Bodies,2013,6.9,,206619
1395,The Lone Ranger,2013,6.4,,206409
1396,Hannibal,2013,8.5,,198479
1397,Gangster Squad,2013,6.7,,193384
1398,Oz the Great and Powerful,2013,6.3,,190673
1399,White House Down,2013,6.4,,189213
1400,Interstellar,2014,8.6,74.0,1260178
1401,Guardians of the Galaxy,2014,8.1,76.0,909491
1402,Gone Girl,2014,8.1,79.0,744839
1403,Captain America: The Winter Soldier,2014,7.8,70.0,637435
1404,The Grand Budapest Hotel,2014,8.1,88.0,620793
1405,X-Men: Days of Future Past,2014,8.0,75.0,607538
1406,The Imitation Game,2014,8.0,73.0,606173
1407,Whiplash,2014,8.5,88.0,596604
1408,Edge of Tomorrow,2014,7.9,71.0,536230
1409,Kingsman: The Secret Service,2014,7.7,,533512
1410,Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,88.0,507863
1411,The Hobbit: The Battle of the Five Armies,2014,7.4,,431173
1412,True Detective,2014,9.0,,425849
1413,John Wick,2014,7.3,68.0,418218
1414,Ex Machina,2014,7.7,78.0,413878
1415,Lucy,2014,6.4,61.0,395561
1416,Nightcrawler,2014,7.9,76.0,394875
1417,American Sniper,2014,7.3,72.0,394677
1418,Divergent,2014,6.7,,394426
1419,Dawn of the Planet of the Apes,2014,7.6,79.0,384705
1420,The Amazing Spider-Man 2,2014,6.6,,380993
1421,The Maze Runner,2014,6.8,,380572
1422,Fury,2014,7.6,64.0,374610
1423,The Hunger Games: Mockingjay - Part 1,2014,6.7,64.0,371840
1424,Big Hero 6,2014,7.8,74.0,360441
1425,The Theory of Everything,2014,7.7,72.0,352366
1426,Godzilla,2014,6.4,62.0,342003
1427,22 Jump Street,2014,7.0,71.0,313884
1428,Boyhood,2014,7.9,100.0,312102
1429,The Fault in Our Stars,2014,7.7,69.0,309125
1430,Maleficent,2014,7.0,,299648
1431,The Lego Movie,2014,7.8,83.0,296822
1432,The Equalizer,2014,7.2,,295099
1433,The Interview,2014,6.5,,283203
1434,Transformers: Age of Extinction,2014,5.7,,279891
1435,The Flash,2014,7.9,,268593
1436,How to Train Your Dragon 2,2014,7.8,76.0,267510
1437,Fargo,2014,9.0,,263236
1438,Neighbors,2014,6.3,68.0,261764
1439,300: Rise of an Empire,2014,6.2,,259100
1440,Non-Stop,2014,7.0,,231725
1441,Noah,2014,5.8,68.0,226480
1442,Predestination,2014,7.5,69.0,220872
1443,RoboCop,2014,6.2,,203483
1444,Transcendence,2014,6.3,,202075
1445,Teenage Mutant Ninja Turtles,2014,5.8,,190561
1446,Gotham,2014,7.9,,188443
1447,It Follows,2014,6.8,83.0,177686
1448,Chef,2014,7.3,68.0,170468
1449,The 100,2014,7.8,,168486
1450,Interstellar,2014,8.6,74.0,1260178
1451,Guardians of the Galaxy,2014,8.1,76.0,909491
1452,Gone Girl,2014,8.1,79.0,744839
1453,Captain America: The Winter Soldier,2014,7.8,70.0,637435
1454,The Grand Budapest Hotel,2014,8.1,88.0,620793
1455,X-Men: Days of Future Past,2014,8.0,75.0,607538
1456,The Imitation Game,2014,8.0,73.0,606173
1457,Whiplash,2014,8.5,88.0,596604
1458,Edge of Tomorrow,2014,7.9,71.0,536230
1459,Kingsman: The Secret Service,2014,7.7,,533512
1460,Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,88.0,507863
1461,The Hobbit: The Battle of the Five Armies,2014,7.4,,431173
1462,True Detective,2014,9.0,,425849
1463,John Wick,2014,7.3,68.0,418218
1464,Ex Machina,2014,7.7,78.0,413878
1465,Lucy,2014,6.4,61.0,395561
1466,Nightcrawler,2014,7.9,76.0,394875
1467,American Sniper,2014,7.3,72.0,394677
1468,Divergent,2014,6.7,,394426
1469,Dawn of the Planet of the Apes,2014,7.6,79.0,384705
1470,The Amazing Spider-Man 2,2014,6.6,,380993
1471,The Maze Runner,2014,6.8,,380572
1472,Fury,2014,7.6,64.0,374610
1473,The Hunger Games: Mockingjay - Part 1,2014,6.7,64.0,371840
1474,Big Hero 6,2014,7.8,74.0,360441
1475,The Theory of Everything,2014,7.7,72.0,352366
1476,Godzilla,2014,6.4,62.0,342003
1477,22 Jump Street,2014,7.0,71.0,313884
1478,Boyhood,2014,7.9,100.0,312102
1479,The Fault in Our Stars,2014,7.7,69.0,309125
1480,Maleficent,2014,7.0,,299648
1481,The Lego Movie,2014,7.8,83.0,296822
1482,The Equalizer,2014,7.2,,295099
1483,The Interview,2014,6.5,,283203
1484,Transformers: Age of Extinction,2014,5.7,,279891
1485,The Flash,2014,7.9,,268593
1486,How to Train Your Dragon 2,2014,7.8,76.0,267510
1487,Fargo,2014,9.0,,263236
1488,Neighbors,2014,6.3,68.0,261764
1489,300: Rise of an Empire,2014,6.2,,259100
1490,Non-Stop,2014,7.0,,231725
1491,Noah,2014,5.8,68.0,226480
1492,Predestination,2014,7.5,69.0,220872
1493,RoboCop,2014,6.2,,203483
1494,Transcendence,2014,6.3,,202075
1495,Teenage Mutant Ninja Turtles,2014,5.8,,190561
1496,Gotham,2014,7.9,,188443
1497,It Follows,2014,6.8,83.0,177686
1498,Chef,2014,7.3,68.0,170468
1499,The 100,2014,7.8,,168486
1500,Star Wars: Episode VII - The Force Awakens,2015,8.0,81.0,771423
1501,Mad Max: Fury Road,2015,8.1,90.0,761856
1502,The Martian,2015,8.0,80.0,661549
1503,Avengers: Age of Ultron,2015,7.4,66.0,630202
1504,The Revenant,2015,8.0,76.0,602477
1505,Jurassic World,2015,7.0,,529106
1506,Inside Out,2015,8.2,94.0,520847
1507,Ant-Man,2015,7.3,64.0,473856
1508,The Hateful Eight,2015,7.8,68.0,420700
1509,Spotlight,2015,8.1,93.0,354389
1510,Spectre,2015,6.8,,346864
1511,Furious Seven,2015,7.2,67.0,330634
1512,Daredevil,2015,8.7,,320734
1513,Sicario,2015,7.6,82.0,320261
1514,Mission: Impossible - Rogue Nation,2015,7.4,75.0,305140
1515,Room,2015,8.2,86.0,304092
1516,The Big Short,2015,7.8,81.0,300718
1517,Narcos,2015,8.8,,281157
1518,Fifty Shades of Grey,2015,4.1,,274536
1519,Mr. Robot,2015,8.6,,270682
1520,Bridge of Spies,2015,7.6,81.0,258279
1521,The Hunger Games: Mockingjay - Part 2,2015,6.6,65.0,244921
1522,Better Call Saul,2015,8.7,,239922
1523,The Man from U.N.C.L.E.,2015,7.3,,235879
1524,Terminator Genisys,2015,6.4,,229728
1525,Creed,2015,7.6,82.0,216168
1526,Spy,2015,7.0,75.0,210922
1527,Chappie,2015,6.8,,210578
1528,Maze Runner: The Scorch Trials,2015,6.3,,196515
1529,Southpaw,2015,7.4,,196268
1530,Insurgent,2015,6.2,,195908
1531,Minions,2015,6.4,,189476
1532,San Andreas,2015,6.1,,188621
1533,Focus,2015,6.6,,188547
1534,The Intern,2015,7.1,,187584
1535,Everest,2015,7.1,64.0,178261
1536,The Lobster,2015,7.1,82.0,173862
1537,Jessica Jones,2015,8.1,,168587
1538,Jupiter Ascending,2015,5.3,,164155
1539,Straight Outta Compton,2015,7.9,72.0,162665
1540,Ted 2,2015,6.3,,161732
1541,Tomorrowland,2015,6.4,,159378
1542,Black Mass,2015,6.9,68.0,153618
1543,The VVitch: A New-England Folktale,2015,6.8,83.0,147873
1544,The Danish Girl,2015,7.1,66.0,143138
1545,Cinderella,2015,6.9,67.0,138928
1546,Fantastic Four,2015,4.3,,137778
1547,Steve Jobs,2015,7.2,82.0,136188
1548,The Age of Adaline,2015,7.2,,135642
1549,Legend,2015,7.0,,135488
1550,Star Wars: Episode VII - The Force Awakens,2015,8.0,81.0,771423
1551,Mad Max: Fury Road,2015,8.1,90.0,761856
1552,The Martian,2015,8.0,80.0,661549
1553,Avengers: Age of Ultron,2015,7.4,66.0,630202
1554,The Revenant,2015,8.0,76.0,602477
1555,Jurassic World,2015,7.0,,529106
1556,Inside Out,2015,8.2,94.0,520847
1557,Ant-Man,2015,7.3,64.0,473856
1558,The Hateful Eight,2015,7.8,68.0,420700
1559,Spotlight,2015,8.1,93.0,354389
1560,Spectre,2015,6.8,,346864
1561,Furious Seven,2015,7.2,67.0,330634
1562,Daredevil,2015,8.7,,320734
1563,Sicario,2015,7.6,82.0,320261
1564,Mission: Impossible - Rogue Nation,2015,7.4,75.0,305140
1565,Room,2015,8.2,86.0,304092
1566,The Big Short,2015,7.8,81.0,300718
1567,Narcos,2015,8.8,,281157
1568,Fifty Shades of Grey,2015,4.1,,274536
1569,Mr. Robot,2015,8.6,,270682
1570,Bridge of Spies,2015,7.6,81.0,258279
1571,The Hunger Games: Mockingjay - Part 2,2015,6.6,65.0,244921
1572,Better Call Saul,2015,8.7,,239922
1573,The Man from U.N.C.L.E.,2015,7.3,,235879
1574,Terminator Genisys,2015,6.4,,229728
1575,Creed,2015,7.6,82.0,216168
1576,Spy,2015,7.0,75.0,210922
1577,Chappie,2015,6.8,,210578
1578,Maze Runner: The Scorch Trials,2015,6.3,,196515
1579,Southpaw,2015,7.4,,196268
1580,Insurgent,2015,6.2,,195908
1581,Minions,2015,6.4,,189476
1582,San Andreas,2015,6.1,,188621
1583,Focus,2015,6.6,,188547
1584,The Intern,2015,7.1,,187584
1585,Everest,2015,7.1,64.0,178261
1586,The Lobster,2015,7.1,82.0,173862
1587,Jessica Jones,2015,8.1,,168587
1588,Jupiter Ascending,2015,5.3,,164155
1589,Straight Outta Compton,2015,7.9,72.0,162665
1590,Ted 2,2015,6.3,,161732
1591,Tomorrowland,2015,6.4,,159378
1592,Black Mass,2015,6.9,68.0,153618
1593,The VVitch: A New-England Folktale,2015,6.8,83.0,147873
1594,The Danish Girl,2015,7.1,66.0,143138
1595,Cinderella,2015,6.9,67.0,138928
1596,Fantastic Four,2015,4.3,,137778
1597,Steve Jobs,2015,7.2,82.0,136188
1598,The Age of Adaline,2015,7.2,,135642
1599,Legend,2015,7.0,,135488
1600,Deadpool,2016,8.0,65.0,796829
1601,Batman v Superman: Dawn of Justice,2016,6.5,,563693
1602,Stranger Things,2016,8.9,,559626
1603,Captain America: Civil War,2016,7.8,75.0,549499
1604,Suicide Squad,2016,6.1,,515981
1605,Arrival,2016,7.9,81.0,496411
1606,Doctor Strange,2016,7.5,72.0,480681
1607,Rogue One,2016,7.8,65.0,463584
1608,La La Land,2016,8.0,93.0,419646
1609,Zootopia,2016,8.0,78.0,371352
1610,Hacksaw Ridge,2016,8.1,71.0,353791
1611,Fantastic Beasts and Where to Find Them,2016,7.3,66.0,351727
1612,X-Men: Apocalypse,2016,7.0,,343094
1613,Split,2016,7.3,62.0,332038
1614,Westworld,2016,8.8,,327879
1615,Passengers,2016,7.0,,301409
1616,10 Cloverfield Lane,2016,7.2,76.0,254881
1617,The Jungle Book,2016,7.4,77.0,237140
1618,The Nice Guys,2016,7.4,70.0,232887
1619,The Accountant,2016,7.3,,227726
1620,Warcraft,2016,6.9,,221625
1621,Moonlight,2016,7.4,99.0,218088
1622,Moana,2016,7.6,81.0,215895
1623,Now You See Me 2,2016,6.5,,208664
1624,Manchester by the Sea,2016,7.8,96.0,208056
1625,Finding Dory,2016,7.3,77.0,207762
1626,Star Trek Beyond,2016,7.1,68.0,205814
1627,Nocturnal Animals,2016,7.5,67.0,199092
1628,Sully,2016,7.5,74.0,196000
1629,The Conjuring 2,2016,7.4,65.0,187616
1630,Jason Bourne,2016,6.6,,186823
1631,Ghostbusters,2016,5.2,,183043
1632,Don't Breathe,2016,7.1,71.0,180899
1633,Lion,2016,8.1,69.0,175149
1634,Hell or High Water,2016,7.6,88.0,170151
1635,Me Before You,2016,7.4,,165611
1636,Hidden Figures,2016,7.8,74.0,165141
1637,The Magnificent Seven,2016,6.9,,164714
1638,The Promise,2016,6.1,,163625
1639,Assassin's Creed,2016,5.8,,162852
1640, Game of Thrones,2011,9.9,,158728
1641,The Secret Life of Pets,2016,6.5,61.0,157088
1642,Sausage Party,2016,6.2,66.0,155591
1643,Captain Fantastic,2016,7.9,72.0,153785
1644,Independence Day: Resurgence,2016,5.2,,152085
1645,War Dogs,2016,7.1,,149412
1646,The Legend of Tarzan,2016,6.3,,146664
1647,The Girl on the Train,2016,6.5,,146525
1648,Miss Peregrine's Home for Peculiar Children,2016,6.7,,137396
1649,Inferno,2016,6.2,,134990
1650,Deadpool,2016,8.0,65.0,796829
1651,Batman v Superman: Dawn of Justice,2016,6.5,,563693
1652,Stranger Things,2016,8.9,,559626
1653,Captain America: Civil War,2016,7.8,75.0,549499
1654,Suicide Squad,2016,6.1,,515981
1655,Arrival,2016,7.9,81.0,496411
1656,Doctor Strange,2016,7.5,72.0,480681
1657,Rogue One,2016,7.8,65.0,463584
1658,La La Land,2016,8.0,93.0,419646
1659,Zootopia,2016,8.0,78.0,371352
1660,Hacksaw Ridge,2016,8.1,71.0,353791
1661,Fantastic Beasts and Where to Find Them,2016,7.3,66.0,351727
1662,X-Men: Apocalypse,2016,7.0,,343094
1663,Split,2016,7.3,62.0,332038
1664,Westworld,2016,8.8,,327879
1665,Passengers,2016,7.0,,301409
1666,10 Cloverfield Lane,2016,7.2,76.0,254881
1667,The Jungle Book,2016,7.4,77.0,237140
1668,The Nice Guys,2016,7.4,70.0,232887
1669,The Accountant,2016,7.3,,227726
1670,Warcraft,2016,6.9,,221625
1671,Moonlight,2016,7.4,99.0,218088
1672,Moana,2016,7.6,81.0,215895
1673,Now You See Me 2,2016,6.5,,208664
1674,Manchester by the Sea,2016,7.8,96.0,208056
1675,Finding Dory,2016,7.3,77.0,207762
1676,Star Trek Beyond,2016,7.1,68.0,205814
1677,Nocturnal Animals,2016,7.5,67.0,199092
1678,Sully,2016,7.5,74.0,196000
1679,The Conjuring 2,2016,7.4,65.0,187616
1680,Jason Bourne,2016,6.6,,186823
1681,Ghostbusters,2016,5.2,,183043
1682,Don't Breathe,2016,7.1,71.0,180899
1683,Lion,2016,8.1,69.0,175149
1684,Hell or High Water,2016,7.6,88.0,170151
1685,Me Before You,2016,7.4,,165611
1686,Hidden Figures,2016,7.8,74.0,165141
1687,The Magnificent Seven,2016,6.9,,164714
1688,The Promise,2016,6.1,,163625
1689,Assassin's Creed,2016,5.8,,162852
1690, Game of Thrones,2011,9.9,,158728
1691,The Secret Life of Pets,2016,6.5,61.0,157088
1692,Sausage Party,2016,6.2,66.0,155591
1693,Captain Fantastic,2016,7.9,72.0,153785
1694,Independence Day: Resurgence,2016,5.2,,152085
1695,War Dogs,2016,7.1,,149412
1696,The Legend of Tarzan,2016,6.3,,146664
1697,The Girl on the Train,2016,6.5,,146525
1698,Miss Peregrine's Home for Peculiar Children,2016,6.7,,137396
1699,Inferno,2016,6.2,,134990
1700,Logan,2017,8.1,77.0,536592
1701,Wonder Woman,2017,7.5,76.0,465846
1702,Dunkirk,2017,7.9,94.0,448145
1703,Guardians of the Galaxy Vol. 2,2017,7.7,67.0,445787
1704,Star Wars: Episode VIII - The Last Jedi,2017,7.2,85.0,444673
1705,Thor: Ragnarok,2017,7.9,74.0,432482
1706,Spider-Man: Homecoming,2017,7.5,73.0,391538
1707,Get Out,2017,7.7,84.0,367958
1708,Blade Runner 2049,2017,8.0,81.0,361924
1709,Baby Driver,2017,7.6,86.0,347028
1710,It,2017,7.4,69.0,337559
1711,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88.0,321785
1712,Justice League,2017,6.5,,313060
1713,The Shape of Water,2017,7.3,87.0,288998
1714,John Wick: Chapter 2,2017,7.5,75.0,261092
1715,Coco,2017,8.4,81.0,256973
1716,Jumanji: Welcome to the Jungle,2017,7.0,,230274
1717,Beauty and the Beast,2017,7.2,65.0,229129
1718,Kong: Skull Island,2017,6.6,62.0,227031
1719,Kingsman: The Golden Circle,2017,6.8,,220155
1720,Alien: Covenant,2017,6.4,65.0,219603
1721,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,,219411
1722,13 Reasons Why,2017,8.0,,202223
1723,War for the Planet of the Apes,2017,7.5,82.0,194833
1724,The Greatest Showman,2017,7.6,,188760
1725,The Fate of the Furious,2017,6.7,,174349
1726,Life,2017,6.6,,174137
1727,Murder on the Orient Express,2017,6.5,,172009
1728,Ghost in the Shell,2017,6.4,,169702
1729,Lady Bird,2017,7.4,94.0,167034
1730,King Arthur: Legend of the Sword,2017,6.8,,162961
1731,Wind River,2017,7.7,73.0,160980
1732,The Hitman's Bodyguard,2017,6.9,,155539
1733,Mother!,2017,6.6,75.0,148370
1734,The Mummy,2017,5.5,,148103
1735,Atomic Blonde,2017,6.7,63.0,144255
1736,Call Me by Your Name,2017,7.9,93.0,144024
1737,Bright,2017,6.4,,143302
1738,The Punisher,2017,8.6,,135366
1739,Valerian and the City of a Thousand Planets,2017,6.5,,134808
1740,"I, Tonya",2017,7.5,77.0,131868
1741,Darkest Hour,2017,7.4,75.0,129492
1742,Baywatch,2017,5.6,,128131
1743,American Made,2017,7.2,65.0,124810
1744,La casa de papel,2017,8.6,,114840
1745,Transformers: The Last Knight,2017,5.2,,113918
1746,Mindhunter,2017,8.5,,111213
1747,The Lego Batman Movie,2017,7.3,75.0,111193
1748,The Handmaid's Tale,2017,8.6,,106329
1749,The Disaster Artist,2017,7.4,76.0,106238
1750,Logan,2017,8.1,77.0,536592
1751,Wonder Woman,2017,7.5,76.0,465846
1752,Dunkirk,2017,7.9,94.0,448145
1753,Guardians of the Galaxy Vol. 2,2017,7.7,67.0,445787
1754,Star Wars: Episode VIII - The Last Jedi,2017,7.2,85.0,444673
1755,Thor: Ragnarok,2017,7.9,74.0,432482
1756,Spider-Man: Homecoming,2017,7.5,73.0,391538
1757,Get Out,2017,7.7,84.0,367958
1758,Blade Runner 2049,2017,8.0,81.0,361924
1759,Baby Driver,2017,7.6,86.0,347028
1760,It,2017,7.4,69.0,337559
1761,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88.0,321785
1762,Justice League,2017,6.5,,313060
1763,The Shape of Water,2017,7.3,87.0,288998
1764,John Wick: Chapter 2,2017,7.5,75.0,261092
1765,Coco,2017,8.4,81.0,256973
1766,Jumanji: Welcome to the Jungle,2017,7.0,,230274
1767,Beauty and the Beast,2017,7.2,65.0,229129
1768,Kong: Skull Island,2017,6.6,62.0,227031
1769,Kingsman: The Golden Circle,2017,6.8,,220155
1770,Alien: Covenant,2017,6.4,65.0,219603
1771,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,,219411
